id,Color
1,2
2,1
3,2
4,1
5,1
6,2
7,3
8,2
9,2
10,3
11,2
12,2
13,3
14,2
15,2
16,1
17,2
18,3
19,2
20,1
21,1
22,2
23,3
24,1
25,2
26,1
27,2
28,1
29,1
30,2
31,2
32,1
33,3
34,1
35,1
36,2
37,1
38,2
39,2
40,2
41,2
42,1
43,2
44,1
45,2
46,1
47,1
48,1
49,1
50,2
