id,Color
1,1
2,2
3,1
4,2
5,2
6,1
7,2
8,1
9,1
10,2
11,1
12,1
13,2
14,1
15,1
16,1
17,3
18,1
19,2
20,1
21,1
22,2
23,2
24,1
25,2
26,2
27,1
28,2
29,2
30,1
31,1
32,3
33,1
34,1
35,1
36,2
37,1
38,2
39,2
40,2
41,2
42,1
43,3
44,2
45,1
46,2
47,2
48,2
49,2
50,3
