id,Color
1,2
2,1
3,3
4,4
5,1
6,3
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,1
17,2
18,3
19,2
20,3
21,3
22,2
23,2
24,3
25,2
26,2
27,3
28,2
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
